Date,Pilotcode,VehicleCode,StationCode,StartTime,EndTime,Distance,Total,,,,,,collection
22-06-2024,1022,2016,503,8:15:50,16:49:15,90.3,1233,,,,,,
22-06-2024,1017,2023,504,8:17:11,19:10:35,90.8,948,,,,,,
22-06-2024,1023,2026,503,8:43:46,17:42:38,114.4,1282,,,,,,
22-06-2024,1048,2044,504,8:19:16,14:42:50,70.7,1015,,,,,,
22-06-2024,1115,2054,503,8:25:45,17:46:42,110.9,1248,,,,,,
22-06-2024,1055,2055,504,7:41:23,21:41:03,171.4,1836,,,,,,
22-06-2024,1108,2110,504,8:28:28,17:19:36,97.3,1070,,,,,,
22-06-2024,1375,2295,511,7:44:25,18:27:01,133.5,1396,,,,,,
22-06-2024,1681,2342,511,8:32:38,19:29:34,93.3,1026,,,,,,
22-06-2024,1149,2355,504,8:39:49,20:05:58,164.3,1664,,,,,,
22-06-2024,1150,2287,511,9:17:53,19:19:45,90.2,878,,,,,,
22-06-2024,1685,2293,511,9:09:59,20:20:46,121.6,1338,,,,,,
22-06-2024,1112,2297,511,9:32:29,16:20:36,92.2,1014,,,,,,
22-06-2024,1227,2316,504,9:45:56,21:38:05,110.9,1339,,,,,,
22-06-2024,1181,2319,504,9:37:50,20:17:05,103.7,1214,,,,,,
23-06-2024,1237,2307,504,6:15:33,19:57:19,154.7,1702,,,,,,
23-06-2024,1226,2329,504,7:10:17,16:18:29,48.2,365,,,,,,
23-06-2024,1023,2026,503,8:59:37,17:19:13,101.1,1046,,,,,,
23-06-2024,1115,2054,503,8:28:55,17:22:15,88.9,1041,,,,,,
23-06-2024,1265,2328,504,7:31:17,20:34:52,142.2,1612,,,,,,
23-06-2024,1681,2342,511,8:02:25,19:21:55,109.9,1209,,,,,,
23-06-2024,1152,2349,504,7:51:47,20:03:50,146.3,1554,,,,,,
23-06-2024,1149,2355,504,8:55:37,19:33:14,163.9,1696,,,,,,
23-06-2024,1150,2287,511,10:08:18,18:58:35,99.5,1020,,,,,,
23-06-2024,1227,2316,504,9:28:03,20:58:29,132.8,1402,,,,,,
23-06-2024,1181,2319,504,10:19:08,20:04:58,95.5,1206,,,,,,
23-06-2024,1236,2343,511,10:00:30,19:10:05,85.6,927,,,,,,
24-06-2024,1237,2307,504,6:52:43,19:14:21,110.3,1213,,,,,,
24-06-2024,1265,2328,504,7:23:45,19:26:14,145.8,1633,,,,,,
24-06-2024,1152,2349,504,7:11:39,16:46:23,112.8,1236,,,,,,
24-06-2024,1022,2016,503,8:23:27,18:13:44,107.8,1207,,,,,,
24-06-2024,1017,2023,504,8:10:51,17:05:53,126.5,1328,,,,,,
24-06-2024,1023,2026,503,8:37:11,17:42:11,95.9,1127,,,,,,
24-06-2024,1048,2044,504,7:27:22,17:42:10,113.8,1416,,,,,,
24-06-2024,1115,2054,503,8:25:56,18:41:16,103.8,1238,,,,,,
24-06-2024,1055,2055,504,7:51:16,21:31:01,186.7,2032,,,,,,
24-06-2024,1108,2110,504,7:58:27,17:14:06,123.1,1354,,,,,,
24-06-2024,1685,2293,511,7:35:03,19:20:22,140.5,1545,,,,,,
24-06-2024,1227,2316,504,7:25:51,20:22:22,150.3,1402,,,,,,
24-06-2024,1681,2342,511,7:41:21,19:03:28,114.5,1260,,,,,,
24-06-2024,1149,2355,504,7:59:00,19:58:29,151.5,1546,,,,,,
24-06-2024,1116,2112,503,9:59:44,18:36:06,99.4,1102,,,,,,
24-06-2024,1112,2297,511,9:20:03,18:06:46,120.6,1320,,,,,,
24-06-2024,1181,2319,504,10:03:59,20:11:03,103.9,1225,,,,,,
24-06-2024,1236,2343,511,9:22:16,18:49:43,107.5,1385,,,,,,
25-06-2024,1685,2293,511,7:20:52,19:55:21,139.9,1539,,,,,,
25-06-2024,1237,2307,504,6:25:17,11:56:01,69.5,764,,,,,,
25-06-2024,1226,2329,504,6:30:56,21:26:52,152.7,1677,,,,,,
25-06-2024,1681,2342,511,7:09:56,19:31:53,105.9,1165,,,,,,
25-06-2024,1022,2016,503,8:39:10,18:02:25,79.7,611,,,,,,
25-06-2024,1017,2023,504,8:21:35,17:01:39,125.5,1311,,,,,,
25-06-2024,1023,2026,503,8:37:34,17:42:14,90.9,1021,,,,,,
25-06-2024,1048,2044,504,8:28:03,17:43:04,118.2,1265,,,,,,
25-06-2024,1115,2054,503,8:27:43,18:23:15,102.6,1246,,,,,,
25-06-2024,1055,2055,504,7:28:06,22:00:37,184.1,2014,,,,,,
25-06-2024,1108,2110,504,7:57:48,8:13:14,10.3,113,,,,,,
25-06-2024,1375,2295,511,7:27:11,19:39:33,108.4,1165,,,,,,
25-06-2024,1227,2316,504,7:48:58,21:09:44,154.4,1532,,,,,,
25-06-2024,1265,2328,504,7:40:08,18:10:42,152.5,1764,,,,,,
25-06-2024,1149,2355,504,7:59:18,19:37:28,172.6,1749,,,,,,
25-06-2024,1116,2112,503,9:07:13,19:04:30,103.5,1121,,,,,,
25-06-2024,1112,2297,511,9:08:39,17:37:42,110.2,1212,,,,,,
25-06-2024,1181,2319,504,10:04:32,18:57:03,88.2,803,,,,,,
26-06-2024,1152,2349,504,7:00:02,17:35:28,133.7,1418,,,,,,
26-06-2024,1022,2016,503,8:45:34,17:08:22,109.5,1257,,,,,,
26-06-2024,1017,2023,504,8:19:58,17:45:45,120.3,1241,,,,,,
26-06-2024,1023,2026,503,8:50:56,18:04:27,103.5,1200,,,,,,
26-06-2024,1048,2044,504,8:06:10,17:59:38,122.7,1216,,,,,,
26-06-2024,1055,2055,504,7:52:20,22:05:59,162.7,1723,,,,,,
26-06-2024,1116,2112,503,8:30:25,18:56:56,112.6,1210,,,,,,
26-06-2024,1685,2293,511,8:24:22,20:12:56,92.5,1017,,,,,,
26-06-2024,1375,2295,511,7:31:40,20:08:23,105.1,1138,,,,,,
26-06-2024,1227,2316,504,8:29:49,20:37:21,132.2,1326,,,,,,
26-06-2024,1265,2328,504,7:31:50,19:52:19,149.2,1619,,,,,,
26-06-2024,1226,2329,504,7:56:28,18:01:54,124.9,1209,,,,,,
26-06-2024,1115,2054,503,9:03:05,18:07:42,114.4,1255,,,,,,
26-06-2024,1112,2297,511,9:11:59,19:06:32,110.1,1211,,,,,,
26-06-2024,1237,2307,504,10:09:23,20:54:15,110.6,1210,,,,,,
26-06-2024,1681,2342,511,10:43:56,20:22:16,86.3,949,,,,,,
26-06-2024,1236,2343,511,9:30:46,18:48:34,80.6,861,,,,,,
27-06-2024,1237,2307,504,6:25:00,20:27:19,155.5,1711,,,,,,
27-06-2024,1152,2349,504,7:12:34,19:11:54,154.7,1718,,,,,,
27-06-2024,1017,2023,504,8:08:41,19:50:14,139.7,1238,,,,,,
27-06-2024,1023,2026,503,8:20:39,10:11:02,44.5,178,,,,,,
27-06-2024,1048,2044,504,8:00:41,18:10:57,106.3,1210,,,,,,
27-06-2024,1115,2054,503,8:25:55,18:47:26,91,1016,,,,,,
27-06-2024,1685,2293,511,8:10:51,21:03:43,90.1,991,,,,,,
27-06-2024,1375,2295,511,7:43:43,19:26:05,75.3,766,,,,,,
27-06-2024,1112,2297,511,8:19:43,19:59:05,97.3,1070,,,,,,
27-06-2024,1265,2328,504,7:59:26,19:59:46,137.8,1619,,,,,,
27-06-2024,1226,2329,504,7:58:11,19:56:58,142.7,1314,,,,,,
27-06-2024,1681,2342,511,8:17:21,19:33:21,63.5,698,,,,,,
27-06-2024,1149,2355,504,8:35:19,20:12:17,137.3,1407,,,,,,
27-06-2024,1116,2112,503,9:06:43,19:02:54,99.2,1108,,,,,,
27-06-2024,1150,2287,511,9:50:38,19:43:48,66.1,651,,,,,,
27-06-2024,1227,2316,504,9:26:14,20:56:13,90.5,1010,,,,,,
27-06-2024,1181,2319,504,10:35:50,19:21:57,89.8,1008,,,,,,
27-06-2024,1236,2343,511,9:33:35,19:24:39,53.1,557,,,,,,
28-06-2024,1685,2293,511,7:04:33,21:03:30,102.8,1131,,,,,,
28-06-2024,1265,2328,504,6:57:44,20:37:01,133.1,1626,,,,,,
28-06-2024,1226,2329,504,7:08:07,19:43:14,154.7,1480,,,,,,
28-06-2024,1023,2026,503,8:35:26,17:33:51,116.9,1236,,,,,,
28-06-2024,1115,2054,503,8:31:56,17:39:37,106.1,1333,,,,,,
28-06-2024,1055,2055,504,7:57:42,22:02:27,154.7,1744,,,,,,
28-06-2024,1108,2110,504,8:37:56,17:17:26,112.6,1239,,,,,,
28-06-2024,1116,2112,503,8:37:00,18:01:38,103.4,1215,,,,,,
28-06-2024,1375,2295,511,7:47:14,19:27:06,99.3,1013,,,,,,
28-06-2024,1112,2297,511,8:35:43,21:30:59,109.7,1207,,,,,,
28-06-2024,1237,2307,504,8:54:44,19:18:11,111.1,1222,,,,,,
28-06-2024,1227,2316,504,8:01:40,21:15:19,140.1,1429,,,,,,
28-06-2024,1181,2319,504,8:56:29,20:03:26,121.8,1205,,,,,,
28-06-2024,1681,2342,511,7:57:59,20:17:53,110.5,1216,,,,,,
28-06-2024,1236,2343,511,9:01:28,18:40:33,89.6,913,,,,,,
28-06-2024,1152,2349,504,7:34:16,21:16:23,143.8,1500,,,,,,
28-06-2024,1149,2355,504,7:53:21,19:48:47,163.7,1665,,,,,,
28-06-2024,1150,2287,511,9:42:24,19:19:20,78.2,769,,,,,,
29-06-2024,1237,2307,504,6:47:24,18:08:03,111.5,1227,,,,,,
29-06-2024,1152,2349,504,6:43:42,18:49:19,191.9,2010,,,,,,
29-06-2024,1023,2026,503,8:29:31,18:21:37,100.1,1225,,,,,,
29-06-2024,1048,2044,504,8:31:38,16:13:37,106.2,1228,,,,,,
29-06-2024,1115,2054,503,8:28:40,18:00:20,111.1,1215,,,,,,
29-06-2024,1055,2055,504,8:03:49,22:00:34,184.5,2497,,,,,,
29-06-2024,1108,2110,504,8:18:30,17:50:54,134.6,1481,,,,,,
29-06-2024,1116,2112,503,8:25:24,19:23:54,91.7,1107,,,,,,
29-06-2024,1685,2293,511,8:07:12,19:37:27,138.7,1526,,,,,,
29-06-2024,1375,2295,511,8:04:54,19:52:04,89.8,1051,,,,,,
29-06-2024,1112,2297,511,8:42:23,18:53:47,110.3,1213,,,,,,
29-06-2024,1227,2316,504,7:56:25,19:56:25,138.9,1511,,,,,,
29-06-2024,1265,2328,504,7:33:46,18:41:30,144.3,1630,,,,,,
29-06-2024,1226,2329,504,7:48:30,21:12:49,136.2,1300,,,,,,
29-06-2024,1681,2342,511,7:41:21,20:20:34,124.7,1372,,,,,,
29-06-2024,1149,2355,504,7:57:57,19:42:20,179.9,1920,,,,,,
29-06-2024,1022,2016,503,10:32:51,18:37:41,78.3,928,,,,,,
29-06-2024,1150,2287,511,9:19:59,19:50:27,109.9,1105,,,,,,
29-06-2024,1181,2319,504,9:42:35,17:36:44,105.4,1204,,,,,,
29-06-2024,1236,2343,511,10:04:11,19:00:49,83.9,853,,,,,,
30-06-2024,1237,2307,504,6:46:46,21:39:15,138.8,1527,,,,,,
30-06-2024,1149,2355,504,6:48:31,19:01:25,165.9,1833,,,,,,
30-06-2024,1055,2055,504,8:36:44,19:27:10,107.1,1225,,,,,,
30-06-2024,1108,2110,504,8:45:44,16:45:12,103.6,1140,,,,,,
30-06-2024,1116,2112,503,8:27:39,17:25:42,106.3,1117,,,,,,
30-06-2024,1265,2328,504,8:41:30,19:50:49,150.4,1788,,,,,,
30-06-2024,1226,2329,504,7:53:15,15:16:04,75.8,698,,,,,,
30-06-2024,1681,2342,511,7:53:04,17:29:19,103.5,1139,,,,,,
30-06-2024,1152,2349,504,8:10:45,20:32:21,130.5,1365,,,,,,
30-06-2024,1023,2026,503,9:26:05,17:52:35,100.5,1079,,,,,,
30-06-2024,1150,2287,511,9:26:56,19:11:51,88.6,875,,,,,,
30-06-2024,1227,2316,504,9:45:57,20:14:45,133.1,1408,,,,,,
30-06-2024,1181,2319,504,10:36:08,20:20:51,118.9,1215,,,,,,
30-06-2024,1236,2343,511,10:10:28,18:42:06,107.3,1118,,,,,,
